platform,komentar,timestamp,sentimen
twitter,"1. kerjasama sama militer 
2. pemerataan sudah mulai dilakukan dengan lomba antar desa, setiap desa di Jawa Barat akan diperlihatkan mana yang terbaik dan terburuk (rapat yang sama dengan rapat vasektomi)
3. dana hibah pesantren dipotong, disalurkan ke sekolah dan madrasah jelek.",2025-04-30T23:32:45.000Z,
twitter,"Lu yg pake logika, hanya karna lu miskin dan butuh bantuan trus lu harus vasektomi???... kalo bantu ya bantu aja Jing... Besok2 KLO Nerima bansos harus angkat rahim  boleh juga dong???",2025-04-30T23:32:00.000Z,
twitter,"dari respon orang tentang kebijakan vasektomi ini aku selalu berharap jangan sampe aku jadi fasis, kalo udah melenceng dikit semoga cepet tercerahkan, ga keras kepala",2025-04-30T23:31:58.000Z,
twitter,"orang kok pada salah tangkep soal vasektomi. itu kan kaga ada pemaksaan njir

bener2 dah masyrakatnya ini kaga ketolong",2025-04-30T23:31:46.000Z,
twitter,"Ckck gw ngomong gini karena kalian itu pada ga liat realita, kebanyakan bapak-bapak apalagi di desa kalo ga diiming-imingi sesuatu ga bakal mau ngelakuin, boro-boro ngelakuin, vasektomi aja mereka belum tentu mau tahu. Selama ini yg berkorban buat kb kebanyakan ibu²",2025-04-30T23:30:42.000Z,
twitter,"Ready vcs cs cek bio 

Panen raya nyetrika selamat hari buruh 23 tahun pks vasektomi 1 juta berita tempo",2025-04-30T23:30:27.000Z,
twitter,"Vasektomi dengan kemauan sendiri?
Engga, biar dapet bansos dan kebagian program pemerintah. 
Semua orang miskin ikutan vasektomi?
Pemerintah: yey budgetnya buat kita gesss",2025-04-30T23:30:11.000Z,
twitter,"Islam mengizinkan keluarga berencana (KB) sementara berdasarkan Al-Qur'an (Surah Al-Baqarah 2:233) dan Hadis (Sahih Muslim 1440a) tentang 'azl. Vasektomi, karena permanen, umumnya dianggap haram karena mengubah ciptaan Allah (IslamQA 223445). KB diperbolehkan untuk alasan syar'i",2025-04-30T23:30:11.000Z,
twitter,Semua2 dibebanin ke rakyat. Gak dapet bansos aja pengen dibebanin ke rakyat (syarat vasektomi),2025-04-30T23:30:08.000Z,
twitter,"mute kata ""vasektomi"" dulu ",2025-04-30T23:29:52.000Z,
twitter,"Yg Pemerintah (Jabar) lakuin saat ini justru ngerusak kesadaran yg udh mulai terbangun, + penunggang yg pelintir jd ribut gender ini jg bikin resistensi soal vasektomi tinggi.

Tp ini nunjukin kl kesadaran kelas itu penting. Seneng banyak yg aware & ga kepancing ribut horizontal.",2025-04-30T23:29:20.000Z,
twitter,"Dikira gw gatau kali ya wkwk tau vasektomi juga udah ada, penyuluhan vasektomi tiap minggu ada di posyandu desa kok. Tp yg daftar? Gaada, diibanding data per bulan ibu-ibu desa yg daftar kb.",2025-04-30T23:27:35.000Z,
twitter,"Dalam Islam, KB (keluarga berencana) umumnya diperbolehkan jika menggunakan metode yang reversibel, seperti kondom atau pil KB, karena tidak mengubah ciptaan Allah secara permanen. Namun, vasektomi sering dianggap haram karena bersifat permanen, menghilangkan kemampuan",2025-04-30T23:26:48.000Z,
twitter,"mohon maaf vasektomi itu permanen ya, kemiskinan itu tidak... 

logika simple...",2025-04-30T23:26:46.000Z,
twitter,"Dalam kasus ini, vasektomi ngga dipaksa. Kalo mau terima bansos, kondisi udh punya 2 anak, yaa harus vasektomi.

Klo ternyata anaknya banyak, dgn asumsi keluarganya mampu, artinya gausah terima bansos.",2025-04-30T23:26:42.000Z,
twitter,"Segitu gampangnya pun kau buat jadi ribet, gak mau vasektomi lu tidak dapat bansos. Itu! 
Kalau lu mau bantuan ikuti aturannya. Jangan lu enak2 nambah anak terus tapi yg kasih makannya negara memakai uang pajak warga negara.",2025-04-30T23:26:22.000Z,
twitter,Mungkin mikir nya abis vasektomi pler nya ilang satu,2025-04-30T23:26:10.000Z,
twitter,"Yang pantes divasektomi itu si Mulyadi dan keluarganya, Mulyono dan keluarganya, pejabat korupsi kolusi nepotisme dengan keluarganya...biar gen jelek yang ada di darahnya pada punah dan mati semua...di Indon malah orang miskin g punya power disuruh vasektomi...anjing indog",2025-04-30T23:25:32.000Z,
twitter,"Di dunia yang minim aspek keTuhanan dan keagamaan aja masih menghargai kualitas kesehatan sperm karena sperm adalah cikal bakal kelangsungan kehidupan manusia. 
Eh di Jabar ada kepala daerah yang mayoritasnya beragama, malah mau memotong saluran produksi sperm lewat vasektomi.",2025-04-30T23:25:00.000Z,
twitter,"Bantuan kpd org miskin = kewajiban negara.
Mengentas kemiskinan = kewajiban negara.
Solusi negara = yg gak vasektomi gak dpt bantuan. Besok2 ada syarat lain2, misal yg gk milih Mulyadi gak dpt bantuan. Tp tetap miskin sih... ",2025-04-30T23:24:33.000Z,
twitter,"Vasektomi dr dulu sudah ada, tapi berapa persen laki-laki yg sukarela ikut?? Dibanding cewek yg sukarela ikut program kb?? Pernah main ke posyandu di desa-desa? Pernah ikutan penyuluhan kb di desa-desa? Setelah di data, kebanyakan yg sukarela & mau ikut kb itu cuma ibu²",2025-04-30T23:24:30.000Z,
twitter,"@grok
 Kenapa KB dan vasektomi  itu Haram?",2025-04-30T23:24:14.000Z,
twitter,"https://x.com/rsky_apns/status/1917188451822452790…

Yang gue maksud di sini itu komentarnya KDM soal vasektomi tapi harus dilakukan kalau mau dapetin bansos.

Lalu yang kedua itu komentar orang kalau kita melihat vasektomi bukan dari komentar ya KDM tapi sebagai vasektomi itu sendiri.",2025-04-30T23:23:53.000Z,
twitter,"Aku bakal setuju sama ini kalau
1. Vasektominya untuk seluruh kalangan orang miskin
2. Ini alokasi bansos dan beasiswa yang sudah ada, yang hanya akan dikasih ke keluarga miskin yang ikut vasektomi

Tapi sejauh yang aku tau, ini bukan tujuan dari rencana itu, cmiiw thoigh",2025-04-30T23:23:46.000Z,
twitter,"Banyak orang miskin ga punya akses informasi yang memadai. Sumber info mereka mentok di TV, belum lagi budaya ""banyak anak banyak rezeki"" masih mengakar kuat. Tanpa pendidikan, pola pikir ini sulit diubah. Maksa vasektomi bukan solusi, malah terkesan menghukum mereka.",2025-04-30T23:18:33.000Z,
twitter,"Baru-baru ini, ada wacana kebijakan vasektomi sebagai syarat menerima bansos biar orang miskin ""engga beranak terus."" Tapi, benarkah ini solusi yang tepat? Atau justru diskriminatif dan mengabaikan akar masalah?",2025-04-30T23:18:26.000Z,
twitter,"Seharusnya fokus pd pemerataan aja.. Kl anggaran bansos segitu ywdh gk usah ribet pke syarat2 KB segala, jd gk ada istilah byk anak trs bansos nya nambah, gk jg kan.. Tp program KB emg hrs ttp hrs jln khususnya utk rakyat miskin, tp jgn yg vasektomi kan ada yg lain spt IUD/kondom",2025-04-30T23:18:10.000Z,
twitter,Saya mau ikut vasektomi kalau si Mulyadi dan keluarganya juga ikut vasektomi...,2025-04-30T23:17:55.000Z,
twitter,"Woy jing. Vasektomi ya buat laki², terus korelasi lu tanya gini apa?? Ya kalo udah di vasektomi ya udah kaga bisa ngehamilin. Lagian lahiran SC itu harus ada indikasinya dulu, sebab dan akibat. Gak yg tiba² pen SC, apalagi kalo pake BPJS.",2025-04-30T23:17:54.000Z,
twitter,"Skill issue berarti

Kalau mau y dibilang aja mulai sekarang semua bansos dihentikan 

Terus ada program baru vasektomi dapat bansos bagi yg membutuhkan.

Emang sih JD ada 2 perda",2025-04-30T23:17:50.000Z,
twitter,"Setiap ada kata ""vasektomi"" Pasti pada kebakaran jembut, heboh bener sampai bahas hak asasi mereka. Lah terus gimana dengan cewek yang dipaksa KB? gak ngerebut hak asasi mereka tah? Giliran gini aje pada koar-koar. Apalagi pas ada berita suami yang mau dengan sukarela vasektomi-",2025-04-30T23:17:26.000Z,
twitter,Kalau bisa si Mulyadi suruh juga vasektomi...kalau udh vasektomi juga gw ikut vasektomi. Pemimpin harus jadi tauladan untuk rakyatnya.,2025-04-30T23:17:15.000Z,
twitter,gilrian cewe KB ga ada tuh dimasalahin kaya gini..gilaran cowo vasektomi pada ribut emang keliatan cowo indonesia hampir 99% sangat patriaki,2025-04-30T23:16:25.000Z,
twitter,"Ketidakmampuan memberi nafkah itu ada sendiri solusinya dlm islam, bkn dgn vasektomi
Jd ketika Allah mengharamkan pemandulan bkn brarti Allah ga kasih jalan. Yg hrs dilakukan adl tempuh solusi tsb bkn berkompromi nyari solusi lain, efeknya nanti akan nimbulin masalah baru",2025-04-30T23:16:11.000Z,
twitter,ini laki-laki yang kagak setuju buat vasektomi keknya harga dirinya ke gores deh :v,2025-04-30T23:16:08.000Z,
twitter,"Kak fyi aja. Vasektomi itu ada yg gak permanen, dia bisa sewaktu2 dicabut & bisa punya anak lagi. Selain itu, biasanya syarat pria yg divasektomi udah berumur 35 th ke atas atau sudah punya 2 anak (cmiiw) jadi ga sembarangan pria bisa divasektomi gitu aja kak vasektomi≠kebiri",2025-04-30T23:15:58.000Z,
twitter,"vasektomi itu bisa direverse, kalau mau nambah anak. Kondom disediakan gratis aja sama pemerintah ga diambil. KB suntik? Ya ke perempuan lagi kan bebannya. KB itu cocok2an. Coba baca side efek ke perempuan. Vasektomi itu kan buat yg udah punya 2 anak kok. So, where's the problem?",2025-04-30T23:15:51.000Z,
twitter,"takutnya kalo udah banyak yang vasektomi, ntar orang bejat jadi makin berani memperkosa soalnya risiko kehamilannya rendah",2025-04-30T23:14:54.000Z,
twitter,Mendorong laki laki untuk vasektomi emg ada manfaatnya kok. Cuma menjadikan vasektomi sbg syarat menerima bansos got me uneasy ngl. Wacana dedmul keliatannya lumayan menantang so I'm curious abt the outcome.,2025-04-30T23:06:51.000Z,
twitter,"Ya itu sama aja konsepnya broo sama org disuruh vasektomi buat dapetin haknya.

Ga nambah anak buat menimalisir kemiskinan sama ga nambah motor biar ga macet ya sama2 dianjurkan. Tapi gabisa dijadiin aturan.

Yg benernya ya rapihin sistem pendidikan (anak), sama transmum (motor)",2025-04-30T23:06:03.000Z,
twitter,"Lah? Ya gagitu. Gak ada pemaksaan semua orang miskin harus vasektomi, cuma kalo mau terima bansos aja itupun udh punya anak 2 dan itu yg harus disejahterakan , bukan yg anaknya sampe 8 biji tp cuma bisa makan kertas. Bansos buat 8 anak itu bisa dipake buat 2-4 keluarga lain.",2025-04-30T23:05:15.000Z,
twitter,"daripada fokus vasektomi ke orang miskin, kenapa gak fokus untuk mengangkat status dengan cara memberikan lebih banyak lapangan pekerjaan ke mereka? kemiskinan itu rumit, gak semua bisa dibilang kesalahan pribadi, berapa banyak orang miskin karena phk akibat kebijakan pemerintah",2025-04-30T23:05:15.000Z,
twitter,"Pilih Bansos, atau Tidak Vasektomi? 99,9999% laki-laki pilih tidak vasektomi..

Yang jadi korban anak istrinya, jadi tidak  bisa menerima bansos.",2025-04-30T23:05:10.000Z,
twitter,"Sebut Satuan Polisi Pamong Praja Pekerjaan Paling Sial, Gubernur Jawa Barat Dedi Mulyadi: Mantagan Aing daripada Jadi Satpol PP Mending Jadi Gubernur

#1JUTA  #BUMN  #Ngeri #Jago #Tidur #Vasektomi",2025-04-30T23:04:34.000Z,
twitter,"Topiknya bukan soal vasektominya, tapi pemaksaannya dg ancaman haknya tidak diberikan. Penyanderaan hak. Bansos ya hak yang harus diberikan pemerintah ke rakyat miskin tanpa harus diwajibkan vasektomi/tubektomi.",2025-04-30T23:04:25.000Z,
twitter,"Topiknya bukan soal vasektominya, tapi pemaksaannya dg ancaman haknya tidak diberikan. Penyanderaan hak. Bansos ya hak yang harus diberikan pemerintah ke rakyat miskin tanpa harus diwajibkan vasektomi/tubektomi.",2025-04-30T23:04:09.000Z,
twitter,vasektomi dulu karena mau usluk usluk sama gedebog gedang,2025-04-30T23:04:09.000Z,
twitter,"Banyak pro kontra masalah vasektomi buat keluarga yg masih blm hidup layak buat diri sendiri dan keluarganya. Gw guru di sekolah kumis, nyatanya emang miris dan banyak liat keluarga begitu. Tanggung jawab dan hak ke anaknya jauhhhh dari terpenuhi. Tapi, ortunya beranak mulu",2025-04-30T23:03:42.000Z,
twitter,"laki tuh selalu dimanja ya sm society sampe kesetaraan berupa vasektomi aja kok kyk bakal mati besok aja, noh istri lu melahirkan n swallowing tons of pil kb's side effects til her menopause come

ya kl lu msh bergantung sm bansos gausah ngide berkeluarga atau punya anak (terus)",2025-04-30T23:03:37.000Z,
twitter,"Topiknya bukan soal vasektominya, tapi pemaksaannya dg ancaman haknya tidak diberikan. Penyanderaan hak. Bansos ya hak yang harus diberikan pemerintah ke rakyat miskin tanpa harus diwajibkan vasektomi/tubektomi.",2025-04-30T23:02:57.000Z,
twitter,"Ini pakai asumsi kalau bansos dan beasiswa untuk rakyat miskin yang ga bakal vasektomi akan distop dan bantuan-bantuan yang sudah ada hanya akan disalurkan ke keluarga yang ikut vasektomi, tapi aku belum liat bukti untuk itu dan kuliat bukan itu rencana pemerintah (cmiiw)",2025-04-30T23:02:51.000Z,
twitter,"Coba programnya bukan KB vasektomi, tapi KB pil atau suntik dll yg buat perempuan. Pasti kalian juga pada setuju wkwk
Lagian kan kalian kemaren setuju kalo orang miskin punya banyak anak itu kasian anaknya, yg solusinya ortunya KB. Gimana sih warga x si paling pinter ini?",2025-04-30T23:02:00.000Z,
twitter,"Justru kesannya sekarang memiliki kebebasan memilih metode KB senyamannya itu jdi privilege org kaya doang. Org miskin tidak punya kebebasan memilih metode KB, pokoknya mau bansos harus vasektomi. ""Bu bidan saya mau IUD"" ""wah nanti kamu gak dpt bansos. Harus suami vasektomi"" ",2025-04-30T23:00:37.000Z,
twitter,"Ini orang satu asal ceplas ceplos, padahal yang di bahas itu “mewajibkan” vasektomi untuk dapet bansos.

Udah ada regulasinyang mengatur bahwa bansos itu kewajiban negara, dan untuk melanjutkan keturunan adalah hak manusia. Emangnya ada yang “mewajibkan” KB?? Kan tida. Dongok",2025-04-30T23:00:35.000Z,
twitter,"Vasektomi itu bagus selama datang dari pihak yang ingin di-vasektomi. Kalau dipaksa pemerintah, melanggar hak otoritas tubuh warga negara itu namanya.",2025-04-30T22:59:56.000Z,
twitter,"Di X yang lagi ramai masalah vasektomi, blaming orang miskin sampai segitunya ",2025-04-30T22:58:18.000Z,
twitter,konteks : feminis yang ngedukung program vasektomi paksa KDM,2025-04-30T22:58:02.000Z,
twitter,"Vasektomi syarat bansos sudah bukan lagi jahat, iblis. Orang miskin tidak pernah dilihat sebagai manusia hanya sumber masalah saja, giliran perkara cari suara baru disebut dan dirayu. Pernah nggak sih bansos yang dievaluasi?",2025-04-30T22:57:45.000Z,
twitter,"Negara hadir untuk melindungi rakyat bukan sebaliknya, ada amanat UU45 psl 34 & UU no. 13 th 2011 yg hrs dijalankan. Kamu pikir org jd miskin disengaja? Zaman orba yg tingkat pendidikan rakyat jauh lebih rendah & kemiskinannya lebih tinggi tdk pernah pakai syarat wajib vasektomi.",2025-04-30T22:56:51.000Z,
twitter,Lagian syarat buat vasektomi jg minimal punya 2 anak atau minimal usia 35 tahun. Dibilang unethical ya keliatannya iya but ini cara paling cepet buat stop kemiskinan struktural,2025-04-30T22:56:46.000Z,
twitter,bahasan vasektomi ni udh msuk hegemoni gksih,2025-04-30T22:56:37.000Z,
twitter,"Yang ada perempuan malah harusnya ngelawan kebijakan ini. This is violating your body authority & personal space. This time vasektomi, besok2 bisa jadi kebijakan lain yg merugikan lu & mengambil hak2 lu seandainya lu menolak patuh.",2025-04-30T22:56:32.000Z,
twitter,"Wkwk pahamin dlu bansos itu hak bukan pilihan ... Belajar dlu di undang undang ada , agama gak banyak tingkah? Lu Islam bukan kalau bukan mending hapus reply nya karena emg haram ... Vasektomi mah bagus gua gak nolak tapi ""persyaratan"" ini yang fasis",2025-04-30T22:54:53.000Z,
twitter,Ya kalau bisa kerja sendiri mah gak dapat bansos gpp dong jadi gak harus vasektomi,2025-04-30T22:54:39.000Z,
twitter,"Tapi ya, ini kita bicara orang miskin kan, karena dapat bantuan? Kita buat mereka susah lagi dgn membebankan pajak. Mending vasektomi. Langsung gak usah punya anak. Biarlah orang2 mampu aja diizinkan punya anak banyak. Kesannya jahat, anak lahir malah dikasi beban pajak tambahan.",2025-04-30T22:54:12.000Z,
twitter,"Sebenernya gue nggak setuju pemerintah mewajibkan vasektomi, tapi seru aja liat laki-laki pada tantrum, ngomongin 'my body my choice'. Slogan feminist yang sering diolok-olok. Di kehidupan asli, suami yang keukeuh nggak mau vasektomi dan terpaksa istrinya KB wkwkwkwkwkwkwk",2025-04-30T22:53:23.000Z,
twitter,"ya ttp aja sih di thread itu bilang kalau mau jangan pemaksaan harus di kasih edukasi, kamu tau ga  laki tuh ga akan mau vasektomi bahkan ada dri mereka yg bilang ""udh ceweknya aja yg kb kan banyakan kb cewe aku takut"" lah lemah amat mentalnya, giliran dh kebanyakan anak pusing",2025-04-30T22:52:01.000Z,
twitter,"kan memang begitu realita di pelosok wilayah kemiskinan struktural, lagian kalo emang ga berkenan vasektomi ya gausah nerima bansos go work harder or even find any hustle duh",2025-04-30T22:51:55.000Z,
twitter,"Bedanya, program dulu nggak se-kurang ajar yang sekarang sampai maksain buat vasektomi. Meskipun ada segmentasi target (cuma yang mau dapat bansos). Alih-alih kencengin ngasih sex edu, malah ngasih iming-iming bansos. Monmaap. ",2025-04-30T22:51:38.000Z,
twitter,"Pihak yang kebakar jenggot mikir vasektomi melanggar HAM tapi dia ga mikir kalo karna tidak adanya persiapan secara matang dengan ekomoni yang susah,  anak yang menderita, stunting, ga makan, ga sekolah dan ga dapat kehidupan yang layak juga melanggar HAM",2025-04-30T22:51:29.000Z,
twitter,"well ga ada yg memaksa, kalau ga berkenan untuk vasektomi ya gausah nerima bansos",2025-04-30T22:49:19.000Z,
twitter,"anjing anjing, ni orang orang pada bahas vasektomi buat penerima bansos dan pada bilang miskin miskin mulu ajg gedeg bgt asu, 

ortu gw juga kurang mampu gara gara ngurusin ortu ibu gw ajg, sebelumnya mampu mampu aja jadi jangan salahin gara gara pny banyak anak dong asuwww",2025-04-30T22:48:52.000Z,
twitter,"yaudah terus mau gimana? syarat vasektomi kan minimal pny 2 anak, bukan berarti gaboleh punya anak kan? masa masih nerima bansos masih gamau dibatesin punya anaknya",2025-04-30T22:48:50.000Z,
twitter,"Aku setuju sama kamu, keputusan untuk mau vasektomi atau ga itu harusnya dari orgnya sendiri, bukan dari org lain. Ga nyangka aja ada peraturan bgt.",2025-04-30T22:48:18.000Z,
twitter,"iyasi yg dipermasalahin perilaku fasis pemerintahnya, tapi pemaksaan vasektomi inikan ya sekaligus buat mendukung behavior yg kalian bilang hiburan orang miskin ya cuman seks gasii",2025-04-30T22:47:17.000Z,
twitter,"kalo kata lu persetan konteks, sayangnya emg harus liat konteks. mereka hujat pejabat yg dukung vasektomi (sebagai syarat terima bansos). 

beranak itu hak asasi,
bansos itu hak warga negara,
masa untuk dapet hak warga negara harus trade dengan hak asasi?

nah, di situ problemnya",2025-04-30T22:47:09.000Z,
twitter,Syarat vasektomi? Anak udah punya 2. Cukup?,2025-04-30T22:46:50.000Z,
twitter,Vasektomi adalah cara untuk tetap puas ngentot dan crot di dalem tanpa ketakutan untuk hamil blok,2025-04-30T22:46:21.000Z,
twitter,"nah ini mksd gw vasektomi sm kb kan is the same thing ya, knp baru skrg digembor2kan klo melanggar otoritas tubuh, karena cowok kah yg disuruh lol",2025-04-30T22:45:43.000Z,
twitter,"Gue kasih tau soal vasektomi pake cara kasar dan simpel biar otak lu ngerti langsung
Vasektomi tu prosedur buat bikin buntu saluran sperma, jadi sperma gabisa keluar
Jangan pikir dengan tidak keluarnya sperma, lu gabisa ngentot. Lu tetep bisa ngentot dan sange, beda sama kebiri",2025-04-30T22:45:36.000Z,
twitter,"to have MORE KIDS!
syarat Vasektomi itu minimal anak 2, diatas 35 tahun.",2025-04-30T22:44:49.000Z,
twitter,"Maunya yang KB tuh perempuan. Laki² gak usah KB karena laki² adalah makhluk lemah, padahal Vasektomi gak ada efek samping yg sampe bisa menyebabkan kematian kayak KB perempuan. Inget ya cuma KB, bukan kebiri tapi laki² kok pada takut wkwk",2025-04-30T22:43:13.000Z,
twitter,yaudah tunda aja bang jan ngewe dulu lah dia kalo ga mau vasektomi. asal jan nyusahin aja kan. masa udah miskin ntar pas kebobolan lagi malah gatau diri minta bansos lebih,2025-04-30T22:33:46.000Z,
twitter,"Penyuluh belum sosialisasi vasektomi ke masyarakat aja udh duluan buat kebijakan dengan kampanye intimidatif gt, pdhl bansos dan beasiswa itu sndiri adalah hak rakyat. Udah ada dalam UU. Kalo mau sekalian mewajibkan suami dan istri KB bareng, baru fair.",2025-04-30T22:33:11.000Z,
twitter,"Bank Dunia ini sudah berkata benar, jadi 2 periode menghasilkan 60% rakyat miskin. 

Malam bumn baila vasektomi wujud bakti nyata selasa rabu pagii pagiii siang tidur  sayang",2025-04-30T22:32:38.000Z,
twitter,"iya betul kok kak, ada program pemerintah gratis buat vasektomi ini, ya memang ga dipaksa sama seperti kb lainnya sih

tapi banyak laki laki yang menolak sih kak, tetep harus perempuannya yang kb/tutul kandungan dengan segala efek sampingnya",2025-04-30T22:31:53.000Z,
twitter,"wkwk, lawak, ""Hidup perempuan yang melawan, kita hancurkan patriarki, .."" kok dukg ketidakadilan.
Jan hanya fokus di kata ""vasektomi"", poin yg perlu dikritisi adalah (1) hanya utk warga miskin dan (2) sbg syarat utk mengakses bansos.
KDM tdk sedang berjuang bersama perempuan!",2025-04-30T22:31:50.000Z,
twitter,"Aku pro vasektomi tp itu hal yg ga bisa dipaksain, sama kayak B ke ibu2, ga pernah dipaksain, apa ada selama ini ibu2 diwajibkan KB biar dapat bansos? Biar anaknya dapat beasiswa? Ga ada, kampanye dr BKKBN itu dari dulu bentuknya mengajak, bukan mewajibkan.",2025-04-30T22:31:38.000Z,
twitter,"Selain itu, tolong di-highlight ada persyaratan untuk vasektomi juga. Kemudian kebijakan ini juga hanya diterapkan untuk kalangan bawah yang sudah memiliki maksimal 2 orang anak. Sehingga, jika di protes orang ""miskin"" itu gak boleh punya anak, itu salah kaprah.",2025-04-30T22:31:20.000Z,
twitter,"YA KAN EMANG.
LAGIAN MEREKA VASEKTOMI ITU CUMA KB, BUKAN KEBIRI.
MEREKA JUGA UDAH PUNYA ANAK LEBIH DARI 2 KALO MAU DIVASEKTOMI. 
ORANG X PADA BANYAK BACOT, kemaren setuju ""banyak anak banyak rezeki"" itu salah, tapi pas ada program yg KB si BAPAKNYA malah pada panassss",2025-04-30T22:31:07.000Z,
twitter,"Yang harus di vasektomi pejabat gak sih kalo perlu tanpa anak, biar bisa kerja lebih fokus dan karena anak yang makan uang korupsi jauh lebih berbahaya dari banyaknya orang miskin..",2025-04-30T22:26:42.000Z,
twitter,"Vasektomi , Tubektomi, KB cewek dan Cowok yg dianjurkan harusnya udh ga progresif. Pemerintah harusnya menghilangkan anjuran dan iklan2 begituan. Dunia sedang hadapin krisis Fertility rate dan Piramida terbalik distribusi usia populasi manusia.",2025-04-30T22:26:10.000Z,
twitter,"Bansos itu jg udh diatur dalam UU dan HAK masyarakat dgn kesadaran penuh sudah diatur dalan UU, terus mau rubah sistemnya klo mau dapat wajib vasektomi? Napa jd macam negara otoriter? Aku yakin kalo perempuan disuruh KB secara paksa begitu jg pasti kalian bakal kontra.",2025-04-30T22:26:02.000Z,
